application_id,applicant_country,visa_type,submission_date,decision_date,processing_time_days,processing_center,decision,season,application_year
A00983,Philippines,Permanent Residency,2024-06-17,2024-12-04,170,Abu Dhabi,Approved,Summer,2024
A00562,UAE,Skilled Migration,2024-11-08,2025-05-14,187,Abu Dhabi,Approved,Autumn,2024
A00081,Brazil,Work,2023-05-01,,,Delhi,Pending,Spring,2023
A00206,Canada,Student,2022-12-21,2023-02-19,60,London,Approved,Winter,2022
A00035,UAE,Student,2022-05-12,2022-06-18,37,Delhi,Approved,Spring,2022
A00776,Australia,Business,2023-08-18,2023-09-12,25,Berlin,Approved,Summer,2023
A00509,Philippines,Business,2023-01-29,,,Berlin,Pending,Winter,2023
A00428,India,Student,2022-05-20,2022-07-02,43,New York,Approved,Spring,2022
A00455,Germany,Student,2022-03-05,2022-05-19,75,Ottawa,Approved,Spring,2022
A00367,Philippines,Permanent Residency,2024-08-11,2025-03-18,219,Abu Dhabi,Approved,Summer,2024
A00092,United States,Employment,2021-09-16,2021-12-04,79,Sydney,Approved,Autumn,2021
A00340,Germany,Tourist,2023-08-25,,,Abu Dhabi,Pending,Summer,2023
A00898,Brazil,Permanent Residency,2022-10-02,2023-03-06,155,Berlin,Approved,Autumn,2022
A00565,India,Permanent Residency,2023-09-10,2024-06-24,288,Ottawa,Approved,Autumn,2023
A00346,United Kingdom,Permanent Residency,2022-05-22,2022-12-27,219,Singapore,Rejected,Spring,2022
A00777,Brazil,Tourist,2022-09-17,2022-10-02,15,Abu Dhabi,Approved,Autumn,2022
A00242,Kenya,Student,2022-02-22,2022-04-10,47,London,Approved,Winter,2022
A00014,France,Work,2023-06-08,,,New York,Pending,Summer,2023
A00316,Germany,Tourist,2022-02-12,2022-02-26,14,New York,Approved,Winter,2022
A00601,Saudi Arabia,Business,2023-04-28,,,New York,Pending,Spring,2023
A00388,India,Student,2022-01-19,2022-03-10,50,Ottawa,Approved,Winter,2022
A00274,China,Employment,2024-12-12,2025-05-16,155,Berlin,Approved,Winter,2024
A00167,China,Employment,2022-08-31,2023-01-10,132,Sydney,Approved,Summer,2022
A00841,Australia,Permanent Residency,2021-01-15,2021-08-05,202,Singapore,Approved,Winter,2021
A00993,India,Permanent Residency,2021-10-04,2022-05-10,218,Delhi,Rejected,Autumn,2021
A00647,India,Tourist,2023-04-23,2023-05-12,19,Berlin,Approved,Spring,2023
A00819,Pakistan,Employment,2024-02-24,2024-05-12,78,Sydney,Approved,Winter,2024
A00485,Canada,Business,2024-03-27,2024-05-09,43,New York,Approved,Spring,2024
A00981,Canada,Visit,2023-07-10,2023-08-13,34,Sydney,Approved,Summer,2023
A00505,Sri Lanka,Skilled Migration,2023-12-01,2024-04-30,151,Ottawa,Approved,Winter,2023
A00832,United States,Work,2023-07-26,2023-10-12,78,Delhi,Approved,Summer,2023
A00244,Nigeria,Visit,2021-05-22,2021-06-16,25,Ottawa,Approved,Spring,2021
A00567,Bangladesh,Skilled Migration,2023-10-13,2023-11-06,24,Berlin,Rejected,Autumn,2023
A00876,Kenya,Employment,2023-07-22,2023-09-10,50,Singapore,Approved,Summer,2023
A00563,South Africa,Permanent Residency,2024-10-11,2025-03-25,165,London,Approved,Autumn,2024
A00687,Kenya,Permanent Residency,2022-12-16,2023-09-01,259,London,Approved,Winter,2022
A00190,Nepal,Student,2023-10-30,2023-12-26,57,Sydney,Approved,Autumn,2023
A00783,Saudi Arabia,Employment,2021-12-06,2022-03-16,100,Abu Dhabi,Approved,Winter,2021
A00700,UAE,Permanent Residency,2021-12-16,2022-05-31,166,Singapore,Rejected,Winter,2021
A00476,China,Student,2023-07-08,2023-09-29,83,New York,Approved,Summer,2023
A00682,Nepal,Employment,2022-10-17,2023-02-20,126,Ottawa,Approved,Autumn,2022
A00511,Brazil,Visit,2022-11-04,2022-11-23,19,Abu Dhabi,Approved,Autumn,2022
A00059,Nigeria,Student,2022-10-09,2022-12-24,76,Singapore,Rejected,Autumn,2022
A00475,Kenya,Student,2022-01-03,2022-03-10,66,Singapore,Approved,Winter,2022
A00561,Nepal,Skilled Migration,2023-12-07,2024-03-18,102,Ottawa,Rejected,Winter,2023
A00857,India,Permanent Residency,2021-01-06,2021-08-13,219,Sydney,Approved,Winter,2021
A00748,Pakistan,Permanent Residency,2022-12-30,2023-07-11,193,Singapore,Approved,Winter,2022
A00253,Philippines,Permanent Residency,2021-09-26,2022-04-06,192,Berlin,Approved,Autumn,2021
A00022,China,Tourist,2021-02-22,,,Berlin,Pending,Winter,2021
A00314,Brazil,Tourist,2024-07-02,2024-07-12,10,Berlin,Approved,Summer,2024
A00460,Philippines,Skilled Migration,2023-02-14,2023-06-02,108,New York,Approved,Winter,2023
A00161,Nigeria,Visit,2022-09-23,,,Delhi,Pending,Autumn,2022
A00277,United Kingdom,Visit,2023-02-26,2023-03-28,30,Ottawa,Approved,Winter,2023
A00956,Pakistan,Skilled Migration,2022-02-11,2022-06-25,134,Ottawa,Approved,Winter,2022
A00192,Bangladesh,Business,2021-11-26,2021-12-21,25,London,Approved,Autumn,2021
A00386,France,Business,2022-04-03,2022-05-07,34,London,Approved,Spring,2022
A00806,Pakistan,Visit,2024-05-08,2024-08-13,97,Singapore,Rejected,Spring,2024
A00414,United States,Permanent Residency,2021-09-30,2022-04-11,193,Singapore,Approved,Autumn,2021
A00492,Turkey,Student,2023-11-26,2024-01-28,63,New York,Approved,Autumn,2023
A00344,France,Tourist,2023-12-09,,,New York,Pending,Winter,2023
A00770,France,Work,2022-06-23,2022-08-31,69,Sydney,Approved,Summer,2022
A00309,Germany,Visit,2021-08-13,2021-09-02,20,Abu Dhabi,Approved,Summer,2021
A00662,Sri Lanka,Visit,2021-06-05,2021-07-03,28,Abu Dhabi,Approved,Summer,2021
A00131,China,Skilled Migration,2023-06-21,2023-09-07,78,New York,Approved,Summer,2023
A00664,Philippines,Visit,2022-09-26,2022-10-12,16,New York,Approved,Autumn,2022
A00872,Germany,Student,2024-06-19,2024-08-26,68,London,Approved,Summer,2024
A00100,Nepal,Business,2023-09-13,2023-12-14,92,Singapore,Approved,Autumn,2023
A00373,United Kingdom,Skilled Migration,2024-01-05,2024-04-10,96,Ottawa,Approved,Winter,2024
A00088,Brazil,Work,2023-07-29,2023-10-22,85,Delhi,Rejected,Summer,2023
A00459,Canada,Visit,2023-02-08,2023-03-01,21,London,Approved,Winter,2023
A00331,United Kingdom,Skilled Migration,2021-05-01,2021-09-23,145,London,Approved,Spring,2021
A00215,Germany,Permanent Residency,2022-02-22,2022-11-03,254,Abu Dhabi,Approved,Winter,2022
A00467,South Africa,Skilled Migration,2024-07-22,2024-12-17,148,Ottawa,Approved,Summer,2024
A00122,Nigeria,Business,2022-10-23,2022-11-20,28,Berlin,Approved,Autumn,2022
A00615,Nepal,Work,2023-04-10,2023-08-05,117,Ottawa,Rejected,Spring,2023
A00021,Philippines,Employment,2023-09-19,2024-01-10,113,Delhi,Rejected,Autumn,2023
A00701,South Africa,Tourist,2021-04-23,2021-05-14,21,Singapore,Approved,Spring,2021
A00072,Canada,Student,2024-10-23,2025-01-16,85,Berlin,Approved,Autumn,2024
A00107,China,Visit,2022-01-30,2022-02-16,17,London,Approved,Winter,2022
A00271,United Kingdom,Tourist,2023-09-03,2023-09-20,17,Ottawa,Approved,Autumn,2023
A00861,Nepal,Skilled Migration,2024-04-01,2024-07-31,121,Ottawa,Approved,Spring,2024
A00436,Germany,Work,2021-05-12,2021-08-07,87,New York,Approved,Spring,2021
A00103,Australia,Student,2022-02-28,2022-05-15,76,Berlin,Approved,Winter,2022
